id,term_in_arabic,new_term_in_arabic,term_in_arabic_normalized,definition_in_english,part_of_speech,is_from_french,is_vulgar,french,example_sentence_in_arabic,example_sentence_in_arabic_normalized,example_sentence_in_english
183,عْمَلْ بْيَاجْ,,عمل بياج,"to make a trap, to set a trap",V,False,False,,لازم تعملو بياج بش يحصل,لازم تعملو بياج بش يحصل,You need to set a trap to catch him.
184,تْعَنْكِشْ,,تعنكش,"to grab onto, hug with force",V,False,False,,تعنكش في أمّو,تعنكش في أمو,He gave his mom a big hug.
185,تَعْنِيفْ جَسَدِي,,تعنيف جسدي,physical torture,N,False,False,,التعنيف الجسدي مخالف لحقوق الإنسان,التعنيف الجسدي مخالف لحقوق الإنسان,Physical torture is a violation of human rights.
186,تَعْنِيلُو حَاجَة,,تعنيلو حاجة,"to mean something, to matter",V,False,False,,القصة هاذي تعنيلو حاجة,القصة هاذي تعنيلو حاجة,This story means something to him.
187,تْعَهِّدْ,,تعهد,"to pledge, promise, covenant",V,False,False,,تعهد بش يتكفل بمصاريف العلاج متاعو,تعهد بش يتكفل بمصاريف العلاج متاعو,He promised to pay for his health care bills.
189,تْعَوِّجْ,,تعوج,"to become deformed, crooked",V,False,False,,الحيط تعوّج بعد العاصفة إلي وقعت,الحيط تعوج بعد العاصفة إلي وقعت,The wall was curved after the storm happened.
190,تْعَوٍّدْ,,تعود,"to grow used to, to adjust",V,False,False,,تعوّد ع الريتم أذاكا,تعود ع الريتم أذاكا,He's grown used to that rhythm.
191,تْعُوعِيشْ,,تعوعيش,cockadoodle doo (rooster's crowing),N,False,False,,قمت على تعوعيش السردوك,قمت على تعوعيش السردوك,I woke up to the rooster crowing.
192,تَعْوِيضْ,,تعويض,"compensation, payment",N,False,False,,لاسيرونس أعطاتو تعويض,لاسيرونس أعطاتو تعويض,Insurance paid him compensation.
193,تَعِيسْ,,تعيس,"sad, depressed",V,False,False,,ياسر تعيس الشخص إلي عرفتني بيه,ياسر تعيس الشخص إلي عرفتني بيه,That person you introduced me to is really depressed.
194,تْعَيِّفْ,,تعيف,"to make one sick, gross out",V,False,False,,ريحة القروسية تعيّف,ريحة القروسية تعيف,Acidic smells make you sick.
195,تِغْبِنْ,,تغبن,"to be sad over something you can't do, to feel powerless and sick",V,False,False,,تغبن مسكين م الغزول,تغبن مسكين م الغزول,He was frustrated over being powerless and grew bitter.
196,تِغْدَرْ,,تغدر,"to backstab, do something terrible to",V,False,False,,تغدر من أقرب الناس ليه,تغدر من أقرب الناس ليه,He was betrayed by someone very close to him.
197,تغدّى,تْغَدَّى,تغدى,"to get nutrition, eat, be fed",V,False,False,,تغذى و بعد مشى يخدم,تغذى و بعد مشى يخدم,He ate and then went to work.
198,تَغْذِيَة,,تغذية,"nutrition, diet",N,False,False,,التغذية السليمة مهمة برشا,التغذية السليمة مهمة برشا,A healthy diet is very important.
199,تْغَرْغِيرْ,,تغرغير,gargling,N,False,False,,اعمل تغرغيرة بالماء,اعمل تغرغيرة بالماء,Gargle with water.
200,تِغْرَمْ,,تغرم,"to become a fan, like something a lot",V,False,False,,تغرم بالبلاي ستايشن,تغرم بالبلاي ستايشن,He became obsessed with Playstation.
201,تغروت,تْغَرْوِتْ,تغروت,"to gurgle (stomach), growl",V,False,False,,كرشي تغروط م الجوع,كرشي تغروط م الجوع,My stomach is growling with hunger.
202,تُخزِرْ تْقُولْ اللُّطْفْ,,تخزر تقول اللطف,"to be pathetic, to induce pity (lit. ""When you look at him, you say, 'Mercy!'"")",V,False,False,,تخزرلو تقول اللطف,تخزرلو تقول اللطف,He's so pathetic.
204,تْغَشِّشْ,,تغشش,"to be angry, mad",V,False,False,,تغشش برشا مل الكلام إلي قلتهولو,تغشش برشا مل الكلام إلي قلتهولو,He got really angry over the words I said to him.
205,تْغَصْوِرْ,,تغصور,to tighten up due to pain or lack of space,V,False,False,,شبيك تتغصور م الصباح؟,شبيك تتغصور م الصباح ، ,Why have you been all uptight all morning?
206,تْغَطَّي,,تغطي,"to cover, pay for",V,False,False,,الآسيرونس بش تغطي مصاريف العلاج,الآسيرونس بش تغطي مصاريف العلاج,Insurance is going to cover the health care costs.
207,تَغْطِيَة,,تغطية,coverage,N,False,False,,تغطية مصاريف العلاج على حسابك الخاص,تغطية مصاريف العلاج على حسابك الخاص,Covering health care costs is from your own money.
208,تَعطِيهْ آفُونْتَاجْ,,تعطيه آفونتاج,"to give advantage, benefit",V,False,False,,الحكاية هاذي تعطيه أفونتاج في حياتو,الحكاية هاذي تعطيه أفونتاج في حياتو,That thing will benefit him in his life.
209,تِغْلِبْ,,تغلب,"to beat, overcome, defeat",V,False,False,,إلي يسرق يغلب إلي يحاحي,إلي يسرق يغلب إلي يحاحي,The thief beats out the guard.
211,تْغَلِّطْ,,تغلط,"to cause mistakes, to confuse",V,False,False,,الكياس يغلط مافيهوش ضو,الكياس يغلط مافيهوش ضو,The street is confusing; there's no light.
212,تْغَيِّرْ,,تغير,"to change, to be changed",V,False,False,,الوضع تغيّر للأفضل,الوضع تغير للأفضل,Things have changed for the better.
213,تَغْيِيرْ,,تغيير,"change, adaptation",N,False,False,,عملو تغيير في أوقات الرحلات,عملو تغيير في أوقات الرحلات,They changed the travel times.
214,تْفَاجَئ,,تفاجئ,"to be surprised, shocked",V,False,False,,تفاجئ بإلي شافو,تفاجئ بإلي شافو,They were surprised by what they saw.
218,تُفَّاحَة,,تفاحة,apple,N,False,False,,أهوكا فما تفاحة في الفريجيدار,أهوكا فما تفاحة في الفريجيدار,There's an apple over there in the fridge.
219,تْفَادَى,,تفادى,avoid,V,False,False,,تفادى المشاكل,تفادى المشاكل,He avoided the problem.
220,تفارق,تْفَارِقْ,تفارق,"to separate, go different ways",V,False,False,,تفارقو و الدموع في عينيهم,تفارقو و الدموع في عينيهم,They left each other with tears in their eyes.
222,تَفَاصِيلْ,,تفاصيل,details,N,False,False,,إحكيلي الحكاية بالتفاصيل متاعها,إحكيلي الحكاية بالتفاصيل متاعها,Tell me the story with all its details.
223,تْفَاعِلْ,,تفاعل,"to interact, deal with",V,False,False,,تفاعل برشا مع الحكاية,تفاعل برشا مع الحكاية,He was involved a lot in the issue.
227,تَفَاهَة,,تفاهة,"something worthless, with no point",N,False,False,,بالله نقّص م التفاهة,بالله نقص م التفاهة,"Come on, quit dealing with such worthless things."
229,تَفَاهُمْ,,تفاهم,"understanding, mutual agreement, harmony",N,False,False,,عايشين في تفاهم,عايشين في تفاهم,They're living in harmony.
231,تْفَاهِمْ مْعَاهْ,,تفاهم معاه,"to come to an agreement, make a deal",V,False,False,,تفاهم معاه ع السوم,تفاهم معاه ع السوم,He agreed with him on a price.
233,تْفَاهْمُو بِالتَّرَاضِي,,تفاهمو بالتراضي,"to agree by mutual consent, to be in accord",V,False,False,,تفاهمو باش يطلقو بالتراضي,تفاهمو باش يطلقو بالتراضي,They agreed to divorce by mutual consent.
234,تفاوض,تْفَاوضْ,تفاوض,"to negotiate, debate",V,False,False,,تفاوضو على الزيادة في الأسعار,تفاوضو على الزيادة في الأسعار,They debated an increase in salaries.
235,تْفَتِّتْ,,تفتت,"to crumble, fall to pieces, break apart",V,False,False,,من شدة ماهي قديمة تفتت,من شدة ماهي قديمة تفتت,It was so old that it fell to pieces.
236,تْفَتَّحْ,,تفتح,"to become open, to open up, to be open minded",V,False,False,,تفتح على ثقافات أخرى,تفتح على ثقافات أخرى,He's become open to other cultures.
238,تَفْتِفْ,,تفتف,"to get a little money with simple, ad hoc jobs",V,False,False,,رد بالك من السراق يتفتفو برشا خاصة في الأسواق,رد بالك من السراق يتفتفو برشا خاصة في الأسواق,"Beware of thieves; they try to get a little money here and there, especially at the market."
240,تفتفت,تْفَتْفِتْ,تفتفت,"to crumble, break into pieces",V,False,False,,فتفت الخبز في صحفة اللبلابي,فتفت الخبز في صحفة اللبلابي,Crumble the bread into the lablabi bowl.
241,تْفَتْفِيتَة,,تفتفيتة,"piece, crumb",N,False,False,,ملا تفتيقة متع خبز,ملا تفتيقة متع خبز,That's quite the piece of bread.
242,تْفَتَّقْ,,تفتق,"to tear, rip apart",V,False,False,,تفتق فيها كيما حبّ,تفتق فيها كيما حب,He ripped it apart however he wanted.
243,تِفْجَعْ,,تفجع,"to surprise, scare",V,False,False,,دوب ماشافها تفجع,دوب ماشافها تفجع,"As soon as he saw her, he was shocked."
244,تفحّص,تْفَحِّصْ,تفحص,"to examine, check",V,False,False,,الطبيب تفحص المريض,الطبيب تفحص المريض,The doctor examined the patient.
246,تْفَحِّمْ,,تفحم,"to be roasted, burned, burned to a crisp",V,False,False,,الجثة تفحمت من جرّة الحروق,الجثة تفحمت من جرة الحروق,The corpose was burned to a crisp by the fire.
249,تْفَدْلِيكْ,,تفدليك,"joking, playing around",N,False,False,,التفدليك برشا يطيّح القدر,التفدليك برشا يطيح القدر,Joking a lot is disrespectful.
250,تْفَدْلِيكَة,,تفدليكة,"joke, prank",N,False,False,,تفدليكة كي وجّهك,تفدليكة كي وجهك,That joke is as ugly as your face.
251,تفرّج,تْفَرِّجْ,تفرج,"to watch, view",V,False,False,,تفرج في فيلم في التيلا,تفرج في فيلم في التيلا,Watch a movie on the television.
253,تفرّج في فيلم,تْفَرِّجْ فِي فِيلْمْ,تفرج في فيلم,to watch a movie,V,False,False,film,تفرجنا في فيلم في السنيما,تفرجنا في فيلم في السنيما,We watched a movie in the theater.
254,تِفْرِشْ,,تفرش,"to lie down, spread out",V,False,False,,تفرش اللوطا,تفرش اللوطا,Lie down underneath.
